timestamp,llm_provider,llm_model,code_sample,existence_correct,cwe_tp,cwe_fp,cwe_fn,func_tp,func_fp,func_fn,line_tp,line_fp,line_fn
2025-05-27T21:20:08.656354+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/vuln-function,True,0,2,1,1,1,0,1,2,0
2025-05-27T21:20:13.299227+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/vuln-file,True,0,2,1,1,1,0,1,3,0
2025-05-27T21:20:17.261928+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/vuln-crate,True,1,0,0,0,1,1,0,1,1
2025-05-27T21:20:20.303422+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/fixed-function,False,0,1,0,0,1,0,0,1,0
2025-05-27T21:20:24.594514+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/fixed-file,False,0,1,0,0,1,0,0,1,0
2025-05-27T21:20:37.754564+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/fixed-crate,True,0,0,0,0,0,0,0,0,0
2025-05-27T21:20:43.169757+00:00,anthropic,claude-sonnet-4-20250514,vuln-0002/vuln-crate,True,1,0,0,0,1,3,0,1,2
2025-05-27T21:20:59.298984+00:00,anthropic,claude-sonnet-4-20250514,vuln-0002/vuln-function,True,1,0,0,1,0,2,1,0,1
2025-05-27T21:21:04.423939+00:00,anthropic,claude-sonnet-4-20250514,vuln-0002/fixed-crate,True,0,0,0,0,0,0,0,0,0
2025-05-27T21:21:18.803054+00:00,anthropic,claude-sonnet-4-20250514,vuln-0002/fixed-file,False,0,1,0,0,5,0,0,6,0
2025-05-27T21:21:21.611199+00:00,anthropic,claude-sonnet-4-20250514,vuln-0002/fixed-function,True,0,0,0,0,0,0,0,0,0
2025-05-27T21:21:26.529648+00:00,anthropic,claude-sonnet-4-20250514,vuln-0003/vuln-crate,True,0,2,1,2,0,0,2,0,0
2025-05-27T21:21:32.050511+00:00,anthropic,claude-sonnet-4-20250514,vuln-0003/vuln-file,True,0,2,1,2,0,0,2,0,0
2025-05-27T21:21:34.773967+00:00,anthropic,claude-sonnet-4-20250514,vuln-0003/vuln-function,True,1,0,0,1,0,0,1,0,0
2025-05-27T21:21:54.343871+00:00,anthropic,claude-sonnet-4-20250514,vuln-0003/fixed-file,False,0,1,0,0,5,0,0,5,0
2025-05-27T21:21:58.259925+00:00,anthropic,claude-sonnet-4-20250514,vuln-0003/fixed-function,False,0,3,0,0,1,0,0,4,0
2025-05-27T21:22:15.355398+00:00,anthropic,claude-sonnet-4-20250514,vuln-0004/vuln-crate,True,0,1,1,0,28,2,0,28,2
2025-05-27T21:22:27.569871+00:00,anthropic,claude-sonnet-4-20250514,vuln-0004/vuln-file,True,0,1,1,0,14,2,0,14,2
2025-05-27T21:22:30.705655+00:00,anthropic,claude-sonnet-4-20250514,vuln-0004/vuln-function,True,0,1,1,0,1,2,1,0,1
2025-05-27T21:22:35.048094+00:00,anthropic,claude-sonnet-4-20250514,vuln-0005/vuln-function,True,0,2,1,1,0,0,1,0,0
2025-05-27T21:22:43.381916+00:00,anthropic,claude-sonnet-4-20250514,vuln-0005/vuln-file,True,0,1,1,1,1,0,1,1,0
2025-05-27T21:22:46.414271+00:00,anthropic,claude-sonnet-4-20250514,vuln-0005/fixed-function,True,0,0,0,0,0,0,0,0,0
2025-05-27T21:22:50.896621+00:00,anthropic,claude-sonnet-4-20250514,vuln-0005/fixed-file,False,0,1,0,0,2,0,0,2,0
2025-05-27T21:23:08.817830+00:00,anthropic,claude-sonnet-4-20250514,vuln-0006/vuln-crate,False,0,0,1,0,0,1,0,0,2
2025-05-27T21:23:16.051630+00:00,anthropic,claude-sonnet-4-20250514,vuln-0006/vuln-file,True,0,1,1,0,1,1,0,1,2
2025-05-27T21:23:22.193468+00:00,anthropic,claude-sonnet-4-20250514,vuln-0006/vuln-function,True,0,1,1,0,4,1,0,5,2
2025-05-27T21:23:29.545812+00:00,anthropic,claude-sonnet-4-20250514,vuln-0006/fixed-crate,True,0,0,0,0,0,0,0,0,0
2025-05-27T21:23:36.328814+00:00,anthropic,claude-sonnet-4-20250514,vuln-0006/fixed-file,True,0,0,0,0,0,0,0,0,0
2025-05-27T21:23:40.450823+00:00,anthropic,claude-sonnet-4-20250514,vuln-0006/fixed-function,True,0,0,0,0,0,0,0,0,0
2025-05-27T21:23:53.354459+00:00,anthropic,claude-sonnet-4-20250514,vuln-0007/vuln-crate,True,1,0,0,0,27,17,0,27,18
2025-05-27T21:24:00.610605+00:00,anthropic,claude-sonnet-4-20250514,vuln-0007/vuln-file,True,1,0,0,0,14,17,0,14,18
2025-05-27T21:24:04.283794+00:00,anthropic,claude-sonnet-4-20250514,vuln-0007/vuln-function,True,1,1,0,1,0,16,0,1,18
2025-05-27T21:24:12.284090+00:00,anthropic,claude-sonnet-4-20250514,vuln-0009/vuln-crate,True,0,6,1,1,7,1,0,13,2
2025-05-27T21:24:18.109694+00:00,anthropic,claude-sonnet-4-20250514,vuln-0009/vuln-file,True,0,2,1,1,5,1,0,6,2
2025-05-27T21:24:21.181004+00:00,anthropic,claude-sonnet-4-20250514,vuln-0009/vuln-function,True,1,1,0,1,0,1,0,2,2
2025-05-27T21:24:36.674466+00:00,anthropic,claude-sonnet-4-20250514,vuln-0010/vuln-file,True,0,1,1,0,1,2,0,1,2
2025-05-27T21:24:40.942477+00:00,anthropic,claude-sonnet-4-20250514,vuln-0010/vuln-function,True,0,3,1,2,0,0,2,0,0
2025-05-27T21:25:01.372504+00:00,anthropic,claude-sonnet-4-20250514,vuln-0010/fixed-file,False,0,1,0,0,2,0,0,2,0
2025-05-27T21:25:04.730972+00:00,anthropic,claude-sonnet-4-20250514,vuln-0010/fixed-function,False,0,1,0,0,2,0,0,2,0
2025-05-27T21:25:09.523846+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/vuln-crate,True,0,1,2,0,1,2,0,1,2
2025-05-27T21:25:13.398577+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/vuln-file,True,1,0,1,0,1,2,0,2,2
2025-05-27T21:25:16.535360+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/vuln-function,True,1,0,1,0,2,2,2,0,0
2025-05-27T21:25:20.648797+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/fixed-crate,False,0,1,0,0,1,0,0,1,0
2025-05-27T21:25:24.428969+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/fixed-file,True,0,0,0,0,0,0,0,0,0
2025-05-27T21:25:27.942219+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/fixed-function,True,0,0,0,0,0,0,0,0,0
2025-05-27T21:25:35.540124+00:00,anthropic,claude-sonnet-4-20250514,vuln-0013/vuln-file,True,0,1,2,0,1,1,0,2,1
2025-05-27T21:25:40.694164+00:00,anthropic,claude-sonnet-4-20250514,vuln-0013/vuln-function,True,1,0,1,0,1,1,0,1,1
2025-05-27T21:25:58.569384+00:00,anthropic,claude-sonnet-4-20250514,vuln-0013/fixed-file,False,0,2,0,0,6,0,0,7,0
2025-05-27T21:26:17.654668+00:00,anthropic,claude-sonnet-4-20250514,vuln-0013/fixed-function,False,0,1,0,0,1,0,0,1,0
2025-05-27T21:26:23.147647+00:00,anthropic,claude-sonnet-4-20250514,vuln-0017/vuln-crate,True,0,3,1,1,4,0,2,5,0
2025-05-27T21:26:39.239836+00:00,anthropic,claude-sonnet-4-20250514,vuln-0017/vuln-function,True,1,1,0,1,0,0,2,0,0
2025-05-27T21:26:51.734986+00:00,anthropic,claude-sonnet-4-20250514,vuln-0020/vuln-crate,True,0,2,1,0,2,1,0,2,2
2025-05-27T21:27:16.465114+00:00,anthropic,claude-sonnet-4-20250514,vuln-0020/vuln-file,True,0,3,1,0,4,1,0,7,2
2025-05-27T21:27:21.227367+00:00,anthropic,claude-sonnet-4-20250514,vuln-0020/vuln-function,True,0,1,1,0,1,1,0,1,2
2025-05-27T21:27:37.658882+00:00,anthropic,claude-sonnet-4-20250514,vuln-0020/fixed-crate,False,0,3,0,0,5,0,0,8,0
2025-05-27T21:27:51.238104+00:00,anthropic,claude-sonnet-4-20250514,vuln-0020/fixed-file,False,0,1,0,0,1,0,0,2,0
2025-05-27T21:27:58.239911+00:00,anthropic,claude-sonnet-4-20250514,vuln-0020/fixed-function,False,0,1,0,0,1,0,0,1,0
2025-05-27T21:28:03.497268+00:00,anthropic,claude-sonnet-4-20250514,vuln-0024/vuln-crate,True,1,1,0,1,1,0,1,2,0
2025-05-27T21:28:06.269983+00:00,anthropic,claude-sonnet-4-20250514,vuln-0024/vuln-function,True,1,1,0,1,0,0,1,0,0
2025-05-27T21:28:09.521207+00:00,anthropic,claude-sonnet-4-20250514,vuln-0024/fixed-crate,False,0,1,0,0,1,0,0,1,0
2025-05-27T21:28:13.276640+00:00,anthropic,claude-sonnet-4-20250514,vuln-0024/fixed-function,False,0,2,0,0,1,0,0,2,0
2025-05-27T21:28:28.507886+00:00,anthropic,claude-sonnet-4-20250514,vuln-0026/vuln-crate,True,0,1,1,1,2,0,0,3,2
2025-05-27T21:28:32.876859+00:00,anthropic,claude-sonnet-4-20250514,vuln-0026/vuln-file,True,0,1,1,0,2,1,0,2,2
2025-05-27T21:28:37.668282+00:00,anthropic,claude-sonnet-4-20250514,vuln-0026/vuln-function,True,0,1,1,1,1,0,0,2,2
2025-05-27T21:28:57.422223+00:00,anthropic,claude-sonnet-4-20250514,vuln-0026/fixed-crate,False,0,1,0,0,1,0,0,1,0
