timestamp,llm_provider,llm_model,code_sample,existence_correct,cwe_tp,cwe_fp,cwe_fn,func_tp,func_fp,func_fn,line_tp,line_fp,line_fn
2025-05-27T20:46:40.127135+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/vuln-function,True,0,2,1,1,1,0,1,3,0
2025-05-27T20:46:43.969296+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/vuln-file,True,0,1,1,1,1,0,1,1,0
2025-05-27T20:46:47.333920+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/vuln-crate,True,1,0,0,0,1,1,0,1,1
2025-05-27T20:46:50.809715+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/fixed-function,False,0,1,0,0,1,0,0,1,0
2025-05-27T20:46:54.637020+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/fixed-file,False,0,1,0,0,1,0,0,1,0
2025-05-27T20:46:57.902077+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/fixed-crate,False,0,1,0,0,1,0,0,1,0
2025-05-27T20:47:01.449343+00:00,anthropic,claude-sonnet-4-20250514,vuln-0002/vuln-crate,False,0,0,1,0,0,3,0,0,2
2025-05-27T20:47:04.863081+00:00,anthropic,claude-sonnet-4-20250514,vuln-0002/vuln-file,False,0,0,1,0,0,3,0,0,2
2025-05-27T20:47:07.455268+00:00,anthropic,claude-sonnet-4-20250514,vuln-0002/vuln-function,True,1,0,0,1,0,2,1,0,1
2025-05-27T20:47:14.699883+00:00,anthropic,claude-sonnet-4-20250514,vuln-0002/fixed-crate,True,0,0,0,0,0,0,0,0,0
2025-05-27T20:47:26.272645+00:00,anthropic,claude-sonnet-4-20250514,vuln-0002/fixed-file,True,0,0,0,0,0,0,0,0,0
2025-05-27T20:47:28.637274+00:00,anthropic,claude-sonnet-4-20250514,vuln-0002/fixed-function,True,0,0,0,0,0,0,0,0,0
2025-05-27T20:47:33.959560+00:00,anthropic,claude-sonnet-4-20250514,vuln-0003/vuln-crate,True,1,1,0,0,1,2,1,0,1
2025-05-27T20:47:38.942414+00:00,anthropic,claude-sonnet-4-20250514,vuln-0003/vuln-file,True,0,1,1,0,1,2,1,0,1
2025-05-27T20:47:41.464741+00:00,anthropic,claude-sonnet-4-20250514,vuln-0003/vuln-function,True,1,0,0,1,0,0,1,0,0
2025-05-27T20:47:44.129163+00:00,anthropic,claude-sonnet-4-20250514,vuln-0003/fixed-crate,True,0,0,0,0,0,0,0,0,0
2025-05-27T20:47:52.348466+00:00,anthropic,claude-sonnet-4-20250514,vuln-0003/fixed-file,False,0,2,0,0,9,0,0,9,0
2025-05-27T20:47:54.688174+00:00,anthropic,claude-sonnet-4-20250514,vuln-0003/fixed-function,True,0,0,0,0,0,0,0,0,0
2025-05-27T20:48:08.559258+00:00,anthropic,claude-sonnet-4-20250514,vuln-0004/vuln-crate,True,0,1,1,0,28,2,0,28,2
2025-05-27T20:48:17.462936+00:00,anthropic,claude-sonnet-4-20250514,vuln-0004/vuln-file,True,0,2,1,0,11,2,0,15,2
2025-05-27T20:48:20.920983+00:00,anthropic,claude-sonnet-4-20250514,vuln-0004/vuln-function,True,0,2,1,0,1,2,1,0,1
2025-05-27T20:48:23.382799+00:00,anthropic,claude-sonnet-4-20250514,vuln-0005/vuln-function,True,0,2,1,1,0,0,1,0,0
2025-05-27T20:48:27.988904+00:00,anthropic,claude-sonnet-4-20250514,vuln-0005/vuln-file,True,0,1,1,0,2,1,0,2,1
2025-05-27T20:48:31.471631+00:00,anthropic,claude-sonnet-4-20250514,vuln-0005/fixed-function,True,0,0,0,0,0,0,0,0,0
2025-05-27T20:48:36.592174+00:00,anthropic,claude-sonnet-4-20250514,vuln-0005/fixed-file,False,0,1,0,0,2,0,0,2,0
2025-05-27T20:48:43.219751+00:00,anthropic,claude-sonnet-4-20250514,vuln-0006/vuln-crate,True,0,1,1,0,1,1,0,1,2
2025-05-27T20:49:05.902055+00:00,anthropic,claude-sonnet-4-20250514,vuln-0006/vuln-function,True,0,1,1,0,1,1,0,1,2
2025-05-27T20:49:09.828869+00:00,anthropic,claude-sonnet-4-20250514,vuln-0006/fixed-crate,True,0,0,0,0,0,0,0,0,0
2025-05-27T20:49:34.299321+00:00,anthropic,claude-sonnet-4-20250514,vuln-0006/fixed-file,False,0,1,0,0,1,0,0,1,0
2025-05-27T20:49:37.004717+00:00,anthropic,claude-sonnet-4-20250514,vuln-0006/fixed-function,True,0,0,0,0,0,0,0,0,0
2025-05-27T20:49:53.723111+00:00,anthropic,claude-sonnet-4-20250514,vuln-0007/vuln-crate,True,1,0,0,0,28,17,0,28,18
2025-05-27T20:50:02.514924+00:00,anthropic,claude-sonnet-4-20250514,vuln-0007/vuln-file,True,1,1,0,1,10,16,3,8,15
2025-05-27T20:50:05.885420+00:00,anthropic,claude-sonnet-4-20250514,vuln-0007/vuln-function,True,1,2,0,0,1,17,0,1,18
2025-05-27T20:50:10.391820+00:00,anthropic,claude-sonnet-4-20250514,vuln-0009/vuln-crate,True,0,2,1,1,3,1,1,8,1
2025-05-27T20:50:16.127469+00:00,anthropic,claude-sonnet-4-20250514,vuln-0009/vuln-file,True,0,3,1,1,6,1,0,17,2
2025-05-27T20:50:19.694304+00:00,anthropic,claude-sonnet-4-20250514,vuln-0009/vuln-function,True,1,1,0,1,0,1,0,2,2
2025-05-27T20:50:35.231272+00:00,anthropic,claude-sonnet-4-20250514,vuln-0010/vuln-file,True,0,3,1,0,5,2,0,26,2
2025-05-27T20:50:38.374603+00:00,anthropic,claude-sonnet-4-20250514,vuln-0010/vuln-function,True,0,1,1,2,0,0,2,0,0
2025-05-27T20:50:57.316498+00:00,anthropic,claude-sonnet-4-20250514,vuln-0010/fixed-file,True,0,0,0,0,0,0,0,0,0
2025-05-27T20:51:00.158113+00:00,anthropic,claude-sonnet-4-20250514,vuln-0010/fixed-function,False,0,1,0,0,2,0,0,2,0
2025-05-27T20:51:03.819122+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/vuln-crate,True,0,1,2,0,1,2,0,1,2
2025-05-27T20:51:07.272359+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/vuln-file,False,0,0,2,0,0,2,0,0,2
2025-05-27T20:51:10.628885+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/vuln-function,True,1,0,1,0,2,2,2,0,0
2025-05-27T20:51:15.140827+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/fixed-crate,False,0,1,0,0,1,0,0,1,0
2025-05-27T20:51:17.632167+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/fixed-file,True,0,0,0,0,0,0,0,0,0
2025-05-27T20:51:19.817836+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/fixed-function,True,0,0,0,0,0,0,0,0,0
2025-05-27T20:51:27.912293+00:00,anthropic,claude-sonnet-4-20250514,vuln-0013/vuln-file,True,0,1,2,0,2,1,0,2,1
