timestamp,llm_provider,llm_model,code_sample,crate_name_correct,year_correct,has_cve_correct,cve_tp,cve_fn,cve_fp
2025-05-27T21:19:57.573939+00:00,openai,gpt-4o,vuln-0001/vuln-function,False,False,False,[],['CVE-2019-16140'],[]
2025-05-27T21:19:58.912053+00:00,openai,gpt-4o,vuln-0001/vuln-file,True,False,False,[],['CVE-2019-16140'],[]
2025-05-27T21:20:01.886424+00:00,openai,gpt-4o,vuln-0001/vuln-crate,True,False,True,[],['CVE-2019-16140'],['CVE-2020-25575']
2025-05-27T21:20:04.941052+00:00,openai,gpt-4o,vuln-0001/fixed-function,False,False,False,[],['CVE-2019-16140'],[]
2025-05-27T21:20:14.886318+00:00,openai,gpt-4o,vuln-0001/fixed-file,True,False,False,[],['CVE-2019-16140'],[]
2025-05-27T21:20:51.255466+00:00,openai,gpt-4o,vuln-0001/fixed-crate,True,False,True,[],['CVE-2019-16140'],['CVE-2020-35863']
2025-05-27T21:21:07.701856+00:00,openai,gpt-4o,vuln-0002/fixed-function,True,False,True,[],['CVE-2020-35711'],['CVE-2020-35894']
2025-05-27T21:22:49.509305+00:00,openai,gpt-4o,vuln-0003/vuln-file,True,False,True,[],['CVE-2018-21000'],['CVE-2020-26235']
2025-05-27T21:24:15.946633+00:00,openai,gpt-4o,vuln-0003/fixed-file,True,False,True,[],['CVE-2018-21000'],['CVE-2020-26235']
2025-05-27T21:25:57.397149+00:00,openai,gpt-4o,vuln-0004/vuln-file,True,False,False,[],['CVE-2020-35891'],[]
2025-05-27T21:25:58.287149+00:00,openai,gpt-4o,vuln-0004/vuln-function,False,False,False,[],['CVE-2020-35891'],[]
2025-05-27T21:25:59.091258+00:00,openai,gpt-4o,vuln-0005/vuln-function,False,False,False,[],['CVE-2020-35916'],[]
2025-05-27T21:27:27.247111+00:00,openai,gpt-4o,vuln-0005/vuln-file,True,True,True,[],['CVE-2020-35916'],"['CVE-2020-25384', 'CVE-2020-35863']"
2025-05-27T21:28:53.094698+00:00,openai,gpt-4o,vuln-0005/fixed-file,True,True,True,[],['CVE-2020-35916'],"['CVE-2020-25384', 'CVE-2020-35863']"
2025-05-27T21:30:06.065967+00:00,openai,gpt-4o,vuln-0006/vuln-file,True,False,True,['CVE-2021-25900'],[],[]
2025-05-27T21:31:37.328301+00:00,openai,gpt-4o,vuln-0006/fixed-file,True,False,True,[],['CVE-2021-25900'],['CVE-2020-26235']
2025-05-27T21:33:10.997185+00:00,openai,gpt-4o,vuln-0007/vuln-crate,True,False,False,[],['CVE-2020-35890'],[]
2025-05-27T21:33:56.517351+00:00,openai,gpt-4o,vuln-0007/vuln-file,True,False,False,[],['CVE-2020-35890'],[]
2025-05-27T21:34:39.911150+00:00,openai,gpt-4o,vuln-0009/vuln-crate,False,False,False,[],['CVE-2020-36432'],[]
2025-05-27T21:35:04.752732+00:00,openai,gpt-4o,vuln-0009/vuln-file,False,False,False,[],['CVE-2020-36432'],[]
2025-05-27T21:35:15.129197+00:00,openai,gpt-4o,vuln-0010/vuln-function,False,False,False,[],['CVE-2020-36204'],[]
2025-05-27T21:35:22.876887+00:00,openai,gpt-4o,vuln-0010/fixed-function,False,False,False,[],['CVE-2020-36204'],[]
2025-05-27T21:36:04.324181+00:00,openai,gpt-4o,vuln-0012/vuln-crate,True,False,False,[],['CVE-2020-36215'],[]
2025-05-27T21:36:32.497097+00:00,openai,gpt-4o,vuln-0012/vuln-file,True,False,False,[],['CVE-2020-36215'],[]
2025-05-27T21:37:11.710857+00:00,openai,gpt-4o,vuln-0012/fixed-crate,True,False,False,[],['CVE-2020-36215'],[]
2025-05-27T21:37:41.023811+00:00,openai,gpt-4o,vuln-0012/fixed-file,True,False,False,[],['CVE-2020-36215'],[]
2025-05-27T21:38:00.010756+00:00,openai,gpt-4o,vuln-0017/vuln-crate,True,True,False,[],['CVE-2020-35888'],[]
2025-05-27T21:38:41.321030+00:00,openai,gpt-4o,vuln-0020/fixed-function,True,False,False,[],['CVE-2020-25793'],[]
2025-05-27T21:38:53.795163+00:00,openai,gpt-4o,vuln-0024/vuln-function,False,False,False,[],['CVE-2020-35892'],[]
2025-05-27T21:39:00.245325+00:00,openai,gpt-4o,vuln-0024/fixed-crate,True,False,False,[],['CVE-2020-35892'],[]
2025-05-27T21:39:02.484038+00:00,openai,gpt-4o,vuln-0024/fixed-function,False,False,False,[],['CVE-2020-35892'],[]
2025-05-27T21:40:05.464000+00:00,openai,gpt-4o,vuln-0026/vuln-function,True,False,False,[],['CVE-2023-50711'],[]
2025-05-27T21:41:19.425985+00:00,openai,gpt-4o,vuln-0026/fixed-function,True,False,True,[],['CVE-2023-50711'],['CVE-2023-26801']
2025-05-27T21:44:10.578903+00:00,openai,gpt-4o,vuln-0028/vuln-crate,True,False,False,[],['CVE-2019-16141'],[]
2025-05-27T21:44:40.429760+00:00,openai,gpt-4o,vuln-0028/vuln-function,True,False,False,[],['CVE-2019-16141'],[]
2025-05-27T21:45:19.170247+00:00,openai,gpt-4o,vuln-0028/fixed-crate,True,False,True,[],['CVE-2019-16141'],['CVE-2021-28033']
2025-05-27T21:45:52.938683+00:00,openai,gpt-4o,vuln-0028/fixed-function,True,False,False,[],['CVE-2019-16141'],[]
